ytid,start_time,class,set
8754,0,drum kit,train
6779,0,drum kit,train
582,0,drum kit,train
10058,0,drum kit,train
5270,0,drum kit,train
3601,0,drum kit,train
5264,0,drum kit,train
7473,0,drum kit,train
8740,0,drum kit,train
1002,0,drum kit,train
8998,0,drum kit,train
1764,0,drum kit,train
9338,0,drum kit,train
5502,0,drum kit,train
9310,0,drum kit,train
1994,0,drum kit,train
6989,0,drum kit,train
9462,0,drum kit,train
6751,0,drum kit,train
10070,0,drum kit,train
2537,0,drum kit,train
4146,0,drum kit,train
3629,0,drum kit,train
2251,0,drum kit,train
1758,0,drum kit,train
1980,0,drum kit,train
7329,0,drum kit,train
743,0,drum kit,train
10299,0,drum kit,train
2912,0,drum kit,train
8581,0,drum kit,train
9847,0,drum kit,train
6584,0,drum kit,train
5933,0,drum kit,train
5927,0,drum kit,train
4387,0,drum kit,train
3403,0,drum kit,train
5072,0,drum kit,train
780,0,drum kit,train
1214,0,drum kit,train
9648,0,drum kit,train
7665,0,drum kit,train
9890,0,drum kit,train
1572,0,drum kit,train
3365,0,drum kit,train
3371,0,drum kit,train
1200,0,drum kit,train
794,0,drum kit,train
9884,0,drum kit,train
3417,0,drum kit,train
4378,0,drum kit,train
5066,0,drum kit,train
1228,0,drum kit,train
6547,0,drum kit,train
9674,0,drum kit,train
964,0,drum kit,train
4350,0,drum kit,train
2721,0,drum kit,train
2047,0,drum kit,train
5728,0,drum kit,train
4436,0,drum kit,train
3359,0,drum kit,train
6221,0,drum kit,train
9112,0,drum kit,train
6235,0,drum kit,train
9106,0,drum kit,train
2053,0,drum kit,train
4422,0,drum kit,train
2735,0,drum kit,train
10272,0,drum kit,train
7895,0,drum kit,train
970,0,drum kit,train
9927,0,drum kit,train
2872,0,drum kit,train
151,0,drum kit,train
9099,0,drum kit,train
2866,0,drum kit,train
623,0,drum kit,train
9933,0,drum kit,train
3588,0,drum kit,train
7936,0,drum kit,train
7088,0,drum kit,train
6396,0,drum kit,train
4581,0,drum kit,train
5853,0,drum kit,train
4595,0,drum kit,train
179,0,drum kit,train
6382,0,drum kit,train
87,0,drum kit,train
2682,0,drum kit,train
2669,0,drum kit,train
5106,0,drum kit,train
4218,0,drum kit,train
3577,0,drum kit,train
7711,0,drum kit,train
192,0,drum kit,train
1406,0,drum kit,train
6369,0,drum kit,train
8344,0,drum kit,train
3211,0,drum kit,train
5660,0,drum kit,train
10448,0,drum kit,train
186,0,drum kit,train
7063,0,drum kit,train
9728,0,drum kit,train
78,0,drum kit,train
1374,0,drum kit,train
5112,0,drum kit,train
9700,0,drum kit,train
2655,0,drum kit,train
10312,0,drum kit,train
4224,0,drum kit,train
2,0,drum kit,train
2133,0,drum kit,train
10474,0,drum kit,train
6355,0,drum kit,train
8378,0,drum kit,train
6341,0,drum kit,train
9072,0,drum kit,train
3239,0,drum kit,train
5890,0,drum kit,train
5648,0,drum kit,train
2127,0,drum kit,train
10460,0,drum kit,train
2641,0,drum kit,train
10306,0,drum kit,train
804,0,drum kit,train
8185,0,drum kit,train
4967,0,drum kit,train
435,0,drum kit,train
421,0,drum kit,train
4973,0,drum kit,train
347,0,drum kit,train
8191,0,drum kit,train
8807,0,drum kit,train
1189,0,drum kit,train
8813,0,drum kit,train
6180,0,drum kit,train
1837,0,drum kit,train
5489,0,drum kit,train
3013,0,drum kit,train
8146,0,drum kit,train
1162,0,drum kit,train
7513,0,drum kit,train
3775,0,drum kit,train
1176,0,drum kit,train
6619,0,drum kit,train
7507,0,drum kit,train
8634,0,drum kit,train
7261,0,drum kit,train
1610,0,drum kit,train
2319,0,drum kit,train
3007,0,drum kit,train
6157,0,drum kit,train
1638,0,drum kit,train
4998,0,drum kit,train
2331,0,drum kit,train
4740,0,drum kit,train
3749,0,drum kit,train
5338,0,drum kit,train
3991,0,drum kit,train
10110,0,drum kit,train
9502,0,drum kit,train
9516,0,drum kit,train
8608,0,drum kit,train
3985,0,drum kit,train
9270,0,drum kit,train
6143,0,drum kit,train
2442,0,drum kit,train
4033,0,drum kit,train
8609,0,drum kit,train
9271,0,drum kit,train
2330,0,drum kit,train
6156,0,drum kit,train
7248,0,drum kit,train
9503,0,drum kit,train
2456,0,drum kit,train
10111,0,drum kit,train
3990,0,drum kit,train
4027,0,drum kit,train
3748,0,drum kit,train
10139,0,drum kit,train
4769,0,drum kit,train
5477,0,drum kit,train
2318,0,drum kit,train
1611,0,drum kit,train
385,0,drum kit,train
7260,0,drum kit,train
391,0,drum kit,train
9259,0,drum kit,train
8147,0,drum kit,train
5463,0,drum kit,train
3774,0,drum kit,train
3947,0,drum kit,train
1836,0,drum kit,train
6181,0,drum kit,train
4782,0,drum kit,train
3953,0,drum kit,train
408,0,drum kit,train
420,0,drum kit,train
346,0,drum kit,train
4972,0,drum kit,train
4966,0,drum kit,train
8184,0,drum kit,train
2126,0,drum kit,train
4557,0,drum kit,train
5891,0,drum kit,train
3238,0,drum kit,train
6340,0,drum kit,train
1349,0,drum kit,train
45,0,drum kit,train
805,0,drum kit,train
4231,0,drum kit,train
10307,0,drum kit,train
2640,0,drum kit,train
10313,0,drum kit,train
9701,0,drum kit,train
51,0,drum kit,train
8379,0,drum kit,train
6354,0,drum kit,train
10475,0,drum kit,train
2132,0,drum kit,train
3,0,drum kit,train
7062,0,drum kit,train
8351,0,drum kit,train
187,0,drum kit,train
1413,0,drum kit,train
5675,0,drum kit,train
3204,0,drum kit,train
3562,0,drum kit,train
79,0,drum kit,train
7704,0,drum kit,train
3576,0,drum kit,train
4219,0,drum kit,train
5107,0,drum kit,train
3210,0,drum kit,train
7076,0,drum kit,train
8345,0,drum kit,train
178,0,drum kit,train
86,0,drum kit,train
92,0,drum kit,train
3589,0,drum kit,train
5846,0,drum kit,train
6397,0,drum kit,train
8392,0,drum kit,train
9932,0,drum kit,train
622,0,drum kit,train
2867,0,drum kit,train
9926,0,drum kit,train
9098,0,drum kit,train
150,0,drum kit,train
2052,0,drum kit,train
6234,0,drum kit,train
8219,0,drum kit,train
6552,0,drum kit,train
4345,0,drum kit,train
10267,0,drum kit,train
4351,0,drum kit,train
7658,0,drum kit,train
9675,0,drum kit,train
6546,0,drum kit,train
9113,0,drum kit,train
3358,0,drum kit,train
4437,0,drum kit,train
10501,0,drum kit,train
2046,0,drum kit,train
3370,0,drum kit,train
5701,0,drum kit,train
2708,0,drum kit,train
5067,0,drum kit,train
4379,0,drum kit,train
3416,0,drum kit,train
7670,0,drum kit,train
1201,0,drum kit,train
7664,0,drum kit,train
959,0,drum kit,train
1215,0,drum kit,train
5073,0,drum kit,train
3402,0,drum kit,train
5715,0,drum kit,train
7102,0,drum kit,train
8231,0,drum kit,train
1598,0,drum kit,train
6591,0,drum kit,train
6585,0,drum kit,train
4392,0,drum kit,train
2085,0,drum kit,train
756,0,drum kit,train
8580,0,drum kit,train
2913,0,drum kit,train
742,0,drum kit,train
9852,0,drum kit,train
8594,0,drum kit,train
3628,0,drum kit,train
4147,0,drum kit,train
2536,0,drum kit,train
10071,0,drum kit,train
6750,0,drum kit,train
9463,0,drum kit,train
7328,0,drum kit,train
6036,0,drum kit,train
9305,0,drum kit,train
1759,0,drum kit,train
4621,0,drum kit,train
4635,0,drum kit,train
1995,0,drum kit,train
9311,0,drum kit,train
6744,0,drum kit,train
8769,0,drum kit,train
4153,0,drum kit,train
2522,0,drum kit,train
1003,0,drum kit,train
8999,0,drum kit,train
7472,0,drum kit,train
5265,0,drum kit,train
3172,0,drum kit,train
9339,0,drum kit,train
1765,0,drum kit,train
8033,0,drum kit,train
7300,0,drum kit,train
5517,0,drum kit,train
4609,0,drum kit,train
3600,0,drum kit,train
583,0,drum kit,train
1017,0,drum kit,train
6778,0,drum kit,train
7466,0,drum kit,train
8966,0,drum kit,train
6793,0,drum kit,train
3833,0,drum kit,train
4184,0,drum kit,train
1942,0,drum kit,train
3827,0,drum kit,train
7499,0,drum kit,train
8972,0,drum kit,train
6787,0,drum kit,train
8782,0,drum kit,train
232,0,drum kit,train
4812,0,drum kit,train
8796,0,drum kit,train
6963,0,drum kit,train
540,0,drum kit,train
1931,0,drum kit,train
4691,0,drum kit,train
3840,0,drum kit,train
2586,0,drum kit,train
2592,0,drum kit,train
4685,0,drum kit,train
1925,0,drum kit,train
6092,0,drum kit,train
269,0,drum kit,train
9389,0,drum kit,train
241,0,drum kit,train
527,0,drum kit,train
6904,0,drum kit,train
6910,0,drum kit,train
4652,0,drum kit,train
9376,0,drum kit,train
8068,0,drum kit,train
6723,0,drum kit,train
3883,0,drum kit,train
4134,0,drum kit,train
3897,0,drum kit,train
2551,0,drum kit,train
4120,0,drum kit,train
7429,0,drum kit,train
1058,0,drum kit,train
6737,0,drum kit,train
9404,0,drum kit,train
6051,0,drum kit,train
9362,0,drum kit,train
3129,0,drum kit,train
2237,0,drum kit,train
5558,0,drum kit,train
1716,0,drum kit,train
8054,0,drum kit,train
3101,0,drum kit,train
5570,0,drum kit,train
5216,0,drum kit,train
3667,0,drum kit,train
5202,0,drum kit,train
3673,0,drum kit,train
3115,0,drum kit,train
5564,0,drum kit,train
296,0,drum kit,train
8040,0,drum kit,train
7373,0,drum kit,train
9809,0,drum kit,train
719,0,drum kit,train
2784,0,drum kit,train
5955,0,drum kit,train
4493,0,drum kit,train
6284,0,drum kit,train
6290,0,drum kit,train
5941,0,drum kit,train
1299,0,drum kit,train
7830,0,drum kit,train
9835,0,drum kit,train
7818,0,drum kit,train
8295,0,drum kit,train
5969,0,drum kit,train
8281,0,drum kit,train
2974,0,drum kit,train
3459,0,drum kit,train
2747,0,drum kit,train
5028,0,drum kit,train
9612,0,drum kit,train
6521,0,drum kit,train
902,0,drum kit,train
7159,0,drum kit,train
1528,0,drum kit,train
9174,0,drum kit,train
6247,0,drum kit,train
5996,0,drum kit,train
4450,0,drum kit,train
2035,0,drum kit,train
5982,0,drum kit,train
9160,0,drum kit,train
6253,0,drum kit,train
8518,0,drum kit,train
916,0,drum kit,train
4322,0,drum kit,train
10214,0,drum kit,train
1272,0,drum kit,train
7603,0,drum kit,train
3465,0,drum kit,train
5014,0,drum kit,train
8242,0,drum kit,train
2009,0,drum kit,train
3471,0,drum kit,train
10228,0,drum kit,train
5000,0,drum kit,train
6509,0,drum kit,train
8524,0,drum kit,train
2196,0,drum kit,train
5821,0,drum kit,train
3288,0,drum kit,train
5835,0,drum kit,train
679,0,drum kit,train
7944,0,drum kit,train
6482,0,drum kit,train
9969,0,drum kit,train
2814,0,drum kit,train
651,0,drum kit,train
889,0,drum kit,train
8487,0,drum kit,train
137,0,drum kit,train
5809,0,drum kit,train
123,0,drum kit,train
8493,0,drum kit,train
9955,0,drum kit,train
2800,0,drum kit,train
2633,0,drum kit,train
4242,0,drum kit,train
9766,0,drum kit,train
36,0,drum kit,train
9000,0,drum kit,train
4524,0,drum kit,train
10412,0,drum kit,train
2155,0,drum kit,train
4530,0,drum kit,train
2141,0,drum kit,train
6327,0,drum kit,train
7039,0,drum kit,train
7987,0,drum kit,train
9772,0,drum kit,train
22,0,drum kit,train
6441,0,drum kit,train
10360,0,drum kit,train
2627,0,drum kit,train
7777,0,drum kit,train
9982,0,drum kit,train
692,0,drum kit,train
6469,0,drum kit,train
10348,0,drum kit,train
3511,0,drum kit,train
4518,0,drum kit,train
3277,0,drum kit,train
7011,0,drum kit,train
9028,0,drum kit,train
1474,0,drum kit,train
7005,0,drum kit,train
8336,0,drum kit,train
3263,0,drum kit,train
3505,0,drum kit,train
7763,0,drum kit,train
9996,0,drum kit,train
4083,0,drum kit,train
8861,0,drum kit,train
6680,0,drum kit,train
3920,0,drum kit,train
5389,0,drum kit,train
2380,0,drum kit,train
1689,0,drum kit,train
4901,0,drum kit,train
6870,0,drum kit,train
8685,0,drum kit,train
453,0,drum kit,train
6864,0,drum kit,train
8691,0,drum kit,train
447,0,drum kit,train
321,0,drum kit,train
5438,0,drum kit,train
2357,0,drum kit,train
3049,0,drum kit,train
4726,0,drum kit,train
1886,0,drum kit,train
9564,0,drum kit,train
1138,0,drum kit,train
4040,0,drum kit,train
2431,0,drum kit,train
4054,0,drum kit,train
2425,0,drum kit,train
6643,0,drum kit,train
9570,0,drum kit,train
8108,0,drum kit,train
1892,0,drum kit,train
6125,0,drum kit,train
9216,0,drum kit,train
2343,0,drum kit,train
4732,0,drum kit,train
8120,0,drum kit,train
5404,0,drum kit,train
3075,0,drum kit,train
9558,0,drum kit,train
1104,0,drum kit,train
7575,0,drum kit,train
1110,0,drum kit,train
8652,0,drum kit,train
4068,0,drum kit,train
5376,0,drum kit,train
5410,0,drum kit,train
7207,0,drum kit,train
1676,0,drum kit,train
5377,0,drum kit,train
3706,0,drum kit,train
8653,0,drum kit,train
1677,0,drum kit,train
7206,0,drum kit,train
5411,0,drum kit,train
5405,0,drum kit,train
1663,0,drum kit,train
7212,0,drum kit,train
7574,0,drum kit,train
491,0,drum kit,train
1105,0,drum kit,train
9559,0,drum kit,train
3712,0,drum kit,train
6642,0,drum kit,train
10163,0,drum kit,train
2424,0,drum kit,train
4055,0,drum kit,train
6124,0,drum kit,train
1893,0,drum kit,train
6130,0,drum kit,train
1887,0,drum kit,train
4727,0,drum kit,train
2430,0,drum kit,train
1139,0,drum kit,train
9565,0,drum kit,train
6656,0,drum kit,train
8848,0,drum kit,train
6865,0,drum kit,train
320,0,drum kit,train
1878,0,drum kit,train
3909,0,drum kit,train
10188,0,drum kit,train
452,0,drum kit,train
8684,0,drum kit,train
6871,0,drum kit,train
5388,0,drum kit,train
3921,0,drum kit,train
8874,0,drum kit,train
6681,0,drum kit,train
6859,0,drum kit,train
1850,0,drum kit,train
4928,0,drum kit,train
2381,0,drum kit,train
2395,0,drum kit,train
6695,0,drum kit,train
5613,0,drum kit,train
9029,0,drum kit,train
1313,0,drum kit,train
8451,0,drum kit,train
3504,0,drum kit,train
10349,0,drum kit,train
5161,0,drum kit,train
1307,0,drum kit,train
693,0,drum kit,train
9983,0,drum kit,train
7776,0,drum kit,train
8323,0,drum kit,train
5607,0,drum kit,train
2168,0,drum kit,train
7038,0,drum kit,train
1449,0,drum kit,train
9015,0,drum kit,train
4257,0,drum kit,train
10361,0,drum kit,train
5149,0,drum kit,train
23,0,drum kit,train
6440,0,drum kit,train
9773,0,drum kit,train
7986,0,drum kit,train
863,0,drum kit,train
6454,0,drum kit,train
8479,0,drum kit,train
2632,0,drum kit,train
10375,0,drum kit,train
2154,0,drum kit,train
644,0,drum kit,train
7979,0,drum kit,train
888,0,drum kit,train
8486,0,drum kit,train
136,0,drum kit,train
2183,0,drum kit,train
9968,0,drum kit,train
6483,0,drum kit,train
7945,0,drum kit,train
4294,0,drum kit,train
2829,0,drum kit,train
4280,0,drum kit,train
6497,0,drum kit,train
7951,0,drum kit,train
3289,0,drum kit,train
5820,0,drum kit,train
2197,0,drum kit,train
2008,0,drum kit,train
5767,0,drum kit,train
8243,0,drum kit,train
8525,0,drum kit,train
7616,0,drum kit,train
3470,0,drum kit,train
5015,0,drum kit,train
8531,0,drum kit,train
9149,0,drum kit,train
8257,0,drum kit,train
7164,0,drum kit,train
5773,0,drum kit,train
6252,0,drum kit,train
4445,0,drum kit,train
5983,0,drum kit,train
10215,0,drum kit,train
8519,0,drum kit,train
917,0,drum kit,train
9607,0,drum kit,train
903,0,drum kit,train
6520,0,drum kit,train
9613,0,drum kit,train
3458,0,drum kit,train
4337,0,drum kit,train
4451,0,drum kit,train
5997,0,drum kit,train
2020,0,drum kit,train
6246,0,drum kit,train
1529,0,drum kit,train
7158,0,drum kit,train
8280,0,drum kit,train
730,0,drum kit,train
9820,0,drum kit,train
724,0,drum kit,train
7819,0,drum kit,train
2961,0,drum kit,train
5968,0,drum kit,train
5798,0,drum kit,train
5940,0,drum kit,train
6291,0,drum kit,train
7831,0,drum kit,train
1298,0,drum kit,train
2785,0,drum kit,train
7825,0,drum kit,train
718,0,drum kit,train
9808,0,drum kit,train
6285,0,drum kit,train
4492,0,drum kit,train
5954,0,drum kit,train
3672,0,drum kit,train
5203,0,drum kit,train
1065,0,drum kit,train
7372,0,drum kit,train
297,0,drum kit,train
5565,0,drum kit,train
3100,0,drum kit,train
283,0,drum kit,train
6078,0,drum kit,train
1071,0,drum kit,train
7400,0,drum kit,train
3666,0,drum kit,train
2578,0,drum kit,train
5217,0,drum kit,train
9405,0,drum kit,train
1059,0,drum kit,train
4121,0,drum kit,train
5559,0,drum kit,train
9363,0,drum kit,train
2222,0,drum kit,train
4653,0,drum kit,train
10003,0,drum kit,train
2544,0,drum kit,train
3882,0,drum kit,train
9411,0,drum kit,train
6722,0,drum kit,train
4860,0,drum kit,train
8082,0,drum kit,train
240,0,drum kit,train
9388,0,drum kit,train
8096,0,drum kit,train
6905,0,drum kit,train
8928,0,drum kit,train
2593,0,drum kit,train
3855,0,drum kit,train
8900,0,drum kit,train
268,0,drum kit,train
1924,0,drum kit,train
4848,0,drum kit,train
1930,0,drum kit,train
7399,0,drum kit,train
8914,0,drum kit,train
3841,0,drum kit,train
5598,0,drum kit,train
1098,0,drum kit,train
8902,0,drum kit,train
3857,0,drum kit,train
2591,0,drum kit,train
3843,0,drum kit,train
8916,0,drum kit,train
518,0,drum kit,train
6085,0,drum kit,train
4692,0,drum kit,train
4862,0,drum kit,train
530,0,drum kit,train
6913,0,drum kit,train
6907,0,drum kit,train
4876,0,drum kit,train
8094,0,drum kit,train
6052,0,drum kit,train
4645,0,drum kit,train
2234,0,drum kit,train
10015,0,drum kit,train
4123,0,drum kit,train
9407,0,drum kit,train
6720,0,drum kit,train
5229,0,drum kit,train
10001,0,drum kit,train
4137,0,drum kit,train
4651,0,drum kit,train
2220,0,drum kit,train
1729,0,drum kit,train
4679,0,drum kit,train
3116,0,drum kit,train
2208,0,drum kit,train
5567,0,drum kit,train
7370,0,drum kit,train
8043,0,drum kit,train
5201,0,drum kit,train
3670,0,drum kit,train
5215,0,drum kit,train
1073,0,drum kit,train
8057,0,drum kit,train
3102,0,drum kit,train
5573,0,drum kit,train
2793,0,drum kit,train
5942,0,drum kit,train
5956,0,drum kit,train
4490,0,drum kit,train
6287,0,drum kit,train
7199,0,drum kit,train
2787,0,drum kit,train
9822,0,drum kit,train
2977,0,drum kit,train
8282,0,drum kit,train
8296,0,drum kit,train
2963,0,drum kit,train
9836,0,drum kit,train
726,0,drum kit,train
9605,0,drum kit,train
1259,0,drum kit,train
7628,0,drum kit,train
915,0,drum kit,train
4321,0,drum kit,train
2750,0,drum kit,train
10217,0,drum kit,train
3328,0,drum kit,train
5981,0,drum kit,train
9177,0,drum kit,train
5995,0,drum kit,train
4453,0,drum kit,train
4335,0,drum kit,train
10203,0,drum kit,train
6522,0,drum kit,train
3472,0,drum kit,train
9639,0,drum kit,train
1265,0,drum kit,train
7614,0,drum kit,train
8241,0,drum kit,train
1503,0,drum kit,train
5765,0,drum kit,train
3300,0,drum kit,train
1517,0,drum kit,train
6278,0,drum kit,train
1271,0,drum kit,train
8533,0,drum kit,train
4309,0,drum kit,train
3466,0,drum kit,train
2778,0,drum kit,train
5017,0,drum kit,train
5188,0,drum kit,train
7947,0,drum kit,train
1488,0,drum kit,train
108,0,drum kit,train
8490,0,drum kit,train
9956,0,drum kit,train
120,0,drum kit,train
652,0,drum kit,train
8484,0,drum kit,train
9942,0,drum kit,train
861,0,drum kit,train
7984,0,drum kit,train
21,0,drum kit,train
9771,0,drum kit,train
4255,0,drum kit,train
2142,0,drum kit,train
10405,0,drum kit,train
9017,0,drum kit,train
3248,0,drum kit,train
10411,0,drum kit,train
2630,0,drum kit,train
10377,0,drum kit,train
7748,0,drum kit,train
1339,0,drum kit,train
6456,0,drum kit,train
5177,0,drum kit,train
3506,0,drum kit,train
8453,0,drum kit,train
7760,0,drum kit,train
685,0,drum kit,train
1477,0,drum kit,train
7006,0,drum kit,train
5611,0,drum kit,train
3274,0,drum kit,train
5605,0,drum kit,train
1463,0,drum kit,train
7012,0,drum kit,train
8447,0,drum kit,train
7774,0,drum kit,train
691,0,drum kit,train
3512,0,drum kit,train
2383,0,drum kit,train
3923,0,drum kit,train
4094,0,drum kit,train
3937,0,drum kit,train
4080,0,drum kit,train
7589,0,drum kit,train
6697,0,drum kit,train
1846,0,drum kit,train
3089,0,drum kit,train
2397,0,drum kit,train
322,0,drum kit,train
6873,0,drum kit,train
4902,0,drum kit,train
1891,0,drum kit,train
7238,0,drum kit,train
1649,0,drum kit,train
6126,0,drum kit,train
2340,0,drum kit,train
4731,0,drum kit,train
4057,0,drum kit,train
3738,0,drum kit,train
2426,0,drum kit,train
9573,0,drum kit,train
9567,0,drum kit,train
2354,0,drum kit,train
4725,0,drum kit,train
6132,0,drum kit,train
3062,0,drum kit,train
7204,0,drum kit,train
8137,0,drum kit,train
1675,0,drum kit,train
9229,0,drum kit,train
487,0,drum kit,train
7562,0,drum kit,train
8651,0,drum kit,train
5375,0,drum kit,train
10149,0,drum kit,train
6668,0,drum kit,train
1107,0,drum kit,train
493,0,drum kit,train
7576,0,drum kit,train
8645,0,drum kit,train
8123,0,drum kit,train
5407,0,drum kit,train
4719,0,drum kit,train
492,0,drum kit,train
6669,0,drum kit,train
5360,0,drum kit,train
4718,0,drum kit,train
2369,0,drum kit,train
5406,0,drum kit,train
1660,0,drum kit,train
7211,0,drum kit,train
9228,0,drum kit,train
1674,0,drum kit,train
8136,0,drum kit,train
7205,0,drum kit,train
5374,0,drum kit,train
3705,0,drum kit,train
8650,0,drum kit,train
2433,0,drum kit,train
10174,0,drum kit,train
1884,0,drum kit,train
2355,0,drum kit,train
4730,0,drum kit,train
6127,0,drum kit,train
9214,0,drum kit,train
1648,0,drum kit,train
7239,0,drum kit,train
1890,0,drum kit,train
6899,0,drum kit,train
9572,0,drum kit,train
5348,0,drum kit,train
2427,0,drum kit,train
10160,0,drum kit,train
3739,0,drum kit,train
4056,0,drum kit,train
451,0,drum kit,train
337,0,drum kit,train
4903,0,drum kit,train
4917,0,drum kit,train
323,0,drum kit,train
8693,0,drum kit,train
6866,0,drum kit,train
7588,0,drum kit,train
2396,0,drum kit,train
3088,0,drum kit,train
2382,0,drum kit,train
4095,0,drum kit,train
6682,0,drum kit,train
7013,0,drum kit,train
5604,0,drum kit,train
3275,0,drum kit,train
3513,0,drum kit,train
5162,0,drum kit,train
9758,0,drum kit,train
1304,0,drum kit,train
690,0,drum kit,train
9980,0,drum kit,train
7775,0,drum kit,train
848,0,drum kit,train
8446,0,drum kit,train
1310,0,drum kit,train
9994,0,drum kit,train
8452,0,drum kit,train
2619,0,drum kit,train
10438,0,drum kit,train
7007,0,drum kit,train
6319,0,drum kit,train
5638,0,drum kit,train
3249,0,drum kit,train
4526,0,drum kit,train
9002,0,drum kit,train
6331,0,drum kit,train
34,0,drum kit,train
1338,0,drum kit,train
874,0,drum kit,train
4254,0,drum kit,train
9770,0,drum kit,train
6443,0,drum kit,train
6325,0,drum kit,train
10404,0,drum kit,train
4532,0,drum kit,train
135,0,drum kit,train
10389,0,drum kit,train
8491,0,drum kit,train
109,0,drum kit,train
5823,0,drum kit,train
7946,0,drum kit,train
4297,0,drum kit,train
5837,0,drum kit,train
2180,0,drum kit,train
7167,0,drum kit,train
5770,0,drum kit,train
2779,0,drum kit,train
8532,0,drum kit,train
7615,0,drum kit,train
928,0,drum kit,train
8526,0,drum kit,train
1264,0,drum kit,train
3473,0,drum kit,train
5764,0,drum kit,train
1502,0,drum kit,train
7173,0,drum kit,train
8240,0,drum kit,train
5994,0,drum kit,train
2023,0,drum kit,train
9176,0,drum kit,train
8268,0,drum kit,train
900,0,drum kit,train
9610,0,drum kit,train
10202,0,drum kit,train
4334,0,drum kit,train
2751,0,drum kit,train
4320,0,drum kit,train
914,0,drum kit,train
1258,0,drum kit,train
9604,0,drum kit,train
6537,0,drum kit,train
5758,0,drum kit,train
8297,0,drum kit,train
2962,0,drum kit,train
733,0,drum kit,train
9823,0,drum kit,train
8283,0,drum kit,train
4491,0,drum kit,train
5957,0,drum kit,train
3498,0,drum kit,train
2786,0,drum kit,train
2792,0,drum kit,train
4485,0,drum kit,train
1072,0,drum kit,train
7365,0,drum kit,train
9348,0,drum kit,train
7371,0,drum kit,train
1700,0,drum kit,train
5566,0,drum kit,train
2209,0,drum kit,train
3117,0,drum kit,train
5200,0,drum kit,train
6709,0,drum kit,train
1066,0,drum kit,train
8724,0,drum kit,train
7417,0,drum kit,train
4136,0,drum kit,train
2547,0,drum kit,train
10000,0,drum kit,train
3881,0,drum kit,train
5228,0,drum kit,train
6721,0,drum kit,train
9412,0,drum kit,train
2221,0,drum kit,train
4888,0,drum kit,train
2235,0,drum kit,train
4644,0,drum kit,train
6053,0,drum kit,train
9360,0,drum kit,train
8718,0,drum kit,train
2553,0,drum kit,train
3895,0,drum kit,train
6906,0,drum kit,train
525,0,drum kit,train
8095,0,drum kit,train
4877,0,drum kit,train
4863,0,drum kit,train
257,0,drum kit,train
531,0,drum kit,train
519,0,drum kit,train
6084,0,drum kit,train
1927,0,drum kit,train
5599,0,drum kit,train
2590,0,drum kit,train
1099,0,drum kit,train
8903,0,drum kit,train
535,0,drum kit,train
6916,0,drum kit,train
253,0,drum kit,train
4873,0,drum kit,train
8091,0,drum kit,train
247,0,drum kit,train
509,0,drum kit,train
3852,0,drum kit,train
1923,0,drum kit,train
6094,0,drum kit,train
6080,0,drum kit,train
4697,0,drum kit,train
2580,0,drum kit,train
3846,0,drum kit,train
1089,0,drum kit,train
1062,0,drum kit,train
5204,0,drum kit,train
3113,0,drum kit,train
5562,0,drum kit,train
290,0,drum kit,train
9358,0,drum kit,train
284,0,drum kit,train
3107,0,drum kit,train
4668,0,drum kit,train
2219,0,drum kit,train
10038,0,drum kit,train
3661,0,drum kit,train
7407,0,drum kit,train
8734,0,drum kit,train
5238,0,drum kit,train
3891,0,drum kit,train
1738,0,drum kit,train
6057,0,drum kit,train
7349,0,drum kit,train
4640,0,drum kit,train
2231,0,drum kit,train
2225,0,drum kit,train
9370,0,drum kit,train
8708,0,drum kit,train
10004,0,drum kit,train
3885,0,drum kit,train
737,0,drum kit,train
2972,0,drum kit,train
2966,0,drum kit,train
723,0,drum kit,train
8293,0,drum kit,train
6296,0,drum kit,train
7188,0,drum kit,train
4481,0,drum kit,train
2796,0,drum kit,train
3488,0,drum kit,train
7836,0,drum kit,train
7822,0,drum kit,train
4495,0,drum kit,train
5953,0,drum kit,train
8244,0,drum kit,train
6269,0,drum kit,train
1506,0,drum kit,train
3477,0,drum kit,train
4318,0,drum kit,train
2769,0,drum kit,train
1260,0,drum kit,train
8522,0,drum kit,train
7611,0,drum kit,train
1274,0,drum kit,train
9628,0,drum kit,train
7605,0,drum kit,train
3463,0,drum kit,train
5012,0,drum kit,train
8250,0,drum kit,train
7163,0,drum kit,train
4442,0,drum kit,train
5984,0,drum kit,train
6255,0,drum kit,train
9166,0,drum kit,train
6533,0,drum kit,train
9600,0,drum kit,train
910,0,drum kit,train
4324,0,drum kit,train
2755,0,drum kit,train
2999,0,drum kit,train
4330,0,drum kit,train
2741,0,drum kit,train
6527,0,drum kit,train
904,0,drum kit,train
9172,0,drum kit,train
2027,0,drum kit,train
5748,0,drum kit,train
4456,0,drum kit,train
5990,0,drum kit,train
125,0,drum kit,train
8495,0,drum kit,train
2806,0,drum kit,train
10399,0,drum kit,train
657,0,drum kit,train
9947,0,drum kit,train
131,0,drum kit,train
2184,0,drum kit,train
4293,0,drum kit,train
7942,0,drum kit,train
7956,0,drum kit,train
5199,0,drum kit,train
2190,0,drum kit,train
8330,0,drum kit,train
7003,0,drum kit,train
3265,0,drum kit,train
5614,0,drum kit,train
5172,0,drum kit,train
3503,0,drum kit,train
858,0,drum kit,train
8456,0,drum kit,train
9748,0,drum kit,train
18,0,drum kit,train
9984,0,drum kit,train
